Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity
0	0	107	0.0	0.0	0.010408560311284046
1	0	283	0.009615384615384616	0.0	0.037937743190661476
2	0	362	0.019230769230769232	0.0	0.07315175097276264
3	0	137	0.028846153846153848	0.0	0.08647859922178987
4	0	272	0.038461538461538464	0.0	0.11293774319066147
5	0	1392	0.04807692307692308	0.0	0.2483463035019455
6	0	938	0.057692307692307696	0.0	0.3395914396887159
7	0	751	0.0673076923076923	0.0	0.41264591439688714
8	0	2394	0.07692307692307693	0.0	0.6455252918287937
9	0	733	0.08653846153846154	0.0	0.716828793774319
10	0	227	0.09615384615384616	0.0	0.7389105058365758
11	0	71	0.10576923076923077	0.0	0.745817120622568
12	0	57	0.11538461538461539	0.0	0.75136186770428
13	0	45	0.125	0.0	0.7557392996108948
14	0	7	0.1346153846153846	0.0	0.7564202334630349
15	0	11	0.14423076923076922	0.0	0.7574902723735407
16	0	69	0.15384615384615385	0.0	0.76420233463035
17	0	28	0.16346153846153846	0.0	0.7669260700389103
18	0	57	0.17307692307692307	0.0	0.7724708171206224
19	0	12	0.18269230769230768	0.0	0.7736381322957196
20	11	120	0.19230769230769232	0.7857142857142857	0.7853112840466924
21	0	5	0.20192307692307693	0.7857142857142857	0.7857976653696496
22	0	0	0.21153846153846154	0.7857142857142857	0.7857976653696496
23	0	3	0.22115384615384615	0.7857142857142857	0.7860894941634239
24	0	88	0.23076923076923078	0.7857142857142857	0.7946498054474705
25	0	84	0.2403846153846154	0.7857142857142857	0.8028210116731515
26	0	18	0.25	0.7857142857142857	0.8045719844357974
27	0	22	0.25961538461538464	0.7857142857142857	0.806712062256809
28	0	21	0.2692307692307692	0.7857142857142857	0.8087548638132293
29	0	42	0.27884615384615385	0.7857142857142857	0.8128404669260697
30	0	223	0.28846153846153844	0.7857142857142857	0.8345330739299608
31	0	1	0.2980769230769231	0.7857142857142857	0.8346303501945522
32	0	1	0.3076923076923077	0.7857142857142857	0.8347276264591437
33	0	32	0.3173076923076923	0.7857142857142857	0.8378404669260697
34	0	19	0.3269230769230769	0.7857142857142857	0.8396887159533071
35	0	2	0.33653846153846156	0.7857142857142857	0.83988326848249
36	0	35	0.34615384615384615	0.7857142857142857	0.8432879377431903
37	0	3	0.3557692307692308	0.7857142857142857	0.8435797665369646
38	0	55	0.36538461538461536	0.7857142857142857	0.8489299610894938
39	0	1	0.375	0.7857142857142857	0.8490272373540853
40	0	4	0.38461538461538464	0.7857142857142857	0.849416342412451
41	0	12	0.3942307692307692	0.7857142857142857	0.8505836575875483
42	0	46	0.40384615384615385	0.7857142857142857	0.8550583657587545
43	0	114	0.41346153846153844	0.7857142857142857	0.8661478599221786
44	0	641	0.4230769230769231	0.7857142857142857	0.9285019455252914
45	0	3	0.4326923076923077	0.7857142857142857	0.9287937743190657
46	0	16	0.4423076923076923	0.7857142857142857	0.9303501945525288
47	0	1	0.4519230769230769	0.7857142857142857	0.9304474708171202
48	0	1	0.46153846153846156	0.7857142857142857	0.9305447470817116
49	0	24	0.47115384615384615	0.7857142857142857	0.9328793774319062
50	0	0	0.4807692307692308	0.7857142857142857	0.9328793774319062
51	0	2	0.49038461538461536	0.7857142857142857	0.9330739299610891
52	0	1	0.5	0.7857142857142857	0.9331712062256805
53	0	0	0.5096153846153846	0.7857142857142857	0.9331712062256805
54	0	0	0.5192307692307693	0.7857142857142857	0.9331712062256805
55	0	0	0.5288461538461539	0.7857142857142857	0.9331712062256805
56	3	15	0.5384615384615384	1.0	0.9346303501945521
57	0	246	0.5480769230769231	1.0	0.9585603112840463
58	0	3	0.5576923076923077	1.0	0.9588521400778206
59	0	2	0.5673076923076923	1.0	0.9590466926070035
60	0	6	0.5769230769230769	1.0	0.9596303501945521
61	0	0	0.5865384615384616	1.0	0.9596303501945521
62	0	1	0.5961538461538461	1.0	0.9597276264591436
63	0	17	0.6057692307692307	1.0	0.961381322957198
64	0	5	0.6153846153846154	1.0	0.9618677042801552
65	0	6	0.625	1.0	0.9624513618677039
66	0	7	0.6346153846153846	1.0	0.9631322957198439
67	0	0	0.6442307692307693	1.0	0.9631322957198439
68	0	0	0.6538461538461539	1.0	0.9631322957198439
69	0	0	0.6634615384615384	1.0	0.9631322957198439
70	0	0	0.6730769230769231	1.0	0.9631322957198439
71	0	3	0.6826923076923077	1.0	0.9634241245136183
72	0	0	0.6923076923076923	1.0	0.9634241245136183
73	0	1	0.7019230769230769	1.0	0.9635214007782097
74	0	29	0.7115384615384616	1.0	0.9663424124513614
75	0	9	0.7211538461538461	1.0	0.9672178988326844
76	0	1	0.7307692307692307	1.0	0.9673151750972758
77	0	27	0.7403846153846154	1.0	0.9699416342412447
78	0	0	0.75	1.0	0.9699416342412447
79	0	0	0.7596153846153846	1.0	0.9699416342412447
80	0	19	0.7692307692307693	1.0	0.971789883268482
81	0	4	0.7788461538461539	1.0	0.9721789883268478
82	0	7	0.7884615384615384	1.0	0.9728599221789879
83	0	0	0.7980769230769231	1.0	0.9728599221789879
84	0	0	0.8076923076923077	1.0	0.9728599221789879
85	0	0	0.8173076923076923	1.0	0.9728599221789879
86	0	1	0.8269230769230769	1.0	0.9729571984435793
87	0	9	0.8365384615384616	1.0	0.9738326848249023
88	0	0	0.8461538461538461	1.0	0.9738326848249023
89	0	0	0.8557692307692307	1.0	0.9738326848249023
90	0	1	0.8653846153846154	1.0	0.9739299610894937
91	0	1	0.875	1.0	0.9740272373540851
92	0	0	0.8846153846153846	1.0	0.9740272373540851
93	0	0	0.8942307692307693	1.0	0.9740272373540851
94	0	0	0.9038461538461539	1.0	0.9740272373540851
95	0	0	0.9134615384615384	1.0	0.9740272373540851
96	0	0	0.9230769230769231	1.0	0.9740272373540851
97	0	0	0.9326923076923077	1.0	0.9740272373540851
98	0	0	0.9423076923076923	1.0	0.9740272373540851
99	0	1	0.9519230769230769	1.0	0.9741245136186766
100	0	0	0.9615384615384616	1.0	0.9741245136186766
101	0	0	0.9711538461538461	1.0	0.9741245136186766
102	0	0	0.9807692307692307	1.0	0.9741245136186766
103	0	255	0.9903846153846154	1.0	0.9989299610894937
104	0	11	1.0	1.0	0.9999999999999996
