Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity
0	0	20	0.0	0.0	0.08771929824561403
1	0	4	0.1111111111111111	0.0	0.10526315789473684
2	0	24	0.2222222222222222	0.0	0.21052631578947367
3	0	27	0.3333333333333333	0.0	0.3289473684210526
4	0	0	0.4444444444444444	0.0	0.3289473684210526
5	0	25	0.5555555555555556	0.0	0.43859649122807015
6	0	27	0.6666666666666666	0.0	0.5570175438596491
7	0	1	0.7777777777777778	0.0	0.5614035087719298
8	9	18	0.8888888888888888	0.9	0.6403508771929824
9	1	82	1.0	1.0	1.0
