Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity
0	0	93	0.0	0.0	0.43457943925233644
1	0	38	0.125	0.0	0.6121495327102804
2	19	22	0.25	1.0	0.7149532710280374
3	0	15	0.375	1.0	0.7850467289719626
4	0	35	0.5	1.0	0.9485981308411214
5	0	0	0.625	1.0	0.9485981308411214
6	0	0	0.75	1.0	0.9485981308411214
7	0	0	0.875	1.0	0.9485981308411214
8	0	11	1.0	1.0	0.9999999999999999
