Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity
0	18	268	0.0	0.08294930875576037	0.21052631578947367
1	0	162	0.022727272727272728	0.08294930875576037	0.3377847604084839
2	0	52	0.045454545454545456	0.08294930875576037	0.3786331500392773
3	46	57	0.06818181818181818	0.29493087557603687	0.42340926944226237
4	0	3	0.09090909090909091	0.29493087557603687	0.4257659073055774
5	0	30	0.11363636363636363	0.29493087557603687	0.4493322859387274
6	0	6	0.13636363636363635	0.29493087557603687	0.4540455616653574
7	0	29	0.1590909090909091	0.29493087557603687	0.47682639434406915
8	0	76	0.18181818181818182	0.29493087557603687	0.5365278868813825
9	13	187	0.20454545454545456	0.3548387096774194	0.6834249803613511
10	0	95	0.22727272727272727	0.3548387096774194	0.7580518460329929
11	138	40	0.25	0.9907834101382489	0.7894736842105263
12	0	56	0.2727272727272727	0.9907834101382489	0.8334642576590731
13	0	49	0.29545454545454547	0.9907834101382489	0.8719560094265515
14	0	10	0.3181818181818182	0.9907834101382489	0.8798114689709349
15	0	9	0.3409090909090909	0.9907834101382489	0.8868813825608799
16	0	9	0.36363636363636365	0.9907834101382489	0.8939512961508249
17	0	16	0.38636363636363635	0.9907834101382489	0.9065200314218382
18	0	15	0.4090909090909091	0.9907834101382489	0.9183032207384133
19	0	23	0.4318181818181818	0.9907834101382489	0.936370777690495
20	0	0	0.45454545454545453	0.9907834101382489	0.936370777690495
21	0	5	0.4772727272727273	0.9907834101382489	0.9402985074626867
22	0	27	0.5	0.9907834101382489	0.9615082482325218
23	2	11	0.5227272727272727	1.0	0.9701492537313434
24	0	7	0.5454545454545454	1.0	0.9756480754124117
25	0	16	0.5681818181818182	1.0	0.988216810683425
26	0	0	0.5909090909090909	1.0	0.988216810683425
27	0	0	0.6136363636363636	1.0	0.988216810683425
28	0	0	0.6363636363636364	1.0	0.988216810683425
29	0	3	0.6590909090909091	1.0	0.99057344854674
30	0	0	0.6818181818181818	1.0	0.99057344854674
31	0	0	0.7045454545454546	1.0	0.99057344854674
32	0	0	0.7272727272727273	1.0	0.99057344854674
33	0	0	0.75	1.0	0.99057344854674
34	0	0	0.7727272727272727	1.0	0.99057344854674
35	0	0	0.7954545454545454	1.0	0.99057344854674
36	0	0	0.8181818181818182	1.0	0.99057344854674
37	0	0	0.8409090909090909	1.0	0.99057344854674
38	0	9	0.8636363636363636	1.0	0.997643362136685
39	0	0	0.8863636363636364	1.0	0.997643362136685
40	0	0	0.9090909090909091	1.0	0.997643362136685
41	0	0	0.9318181818181818	1.0	0.997643362136685
42	0	1	0.9545454545454546	1.0	0.9984289080911234
43	0	0	0.9772727272727273	1.0	0.9984289080911234
44	0	2	1.0	1.0	1.0
