Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity
0	0	72	0.0	0.0	0.03441682600382409
1	0	145	0.0625	0.0	0.1037284894837476
2	0	46	0.125	0.0	0.125717017208413
3	0	32	0.1875	0.0	0.1410133843212237
4	0	141	0.25	0.0	0.20841300191204587
5	0	41	0.3125	0.0	0.22801147227533458
6	0	268	0.375	0.0	0.35611854684512423
7	22	229	0.4375	1.0	0.4655831739961759
8	0	336	0.5	1.0	0.6261950286806883
9	0	503	0.5625	1.0	0.8666347992351816
10	0	187	0.625	1.0	0.9560229445506692
11	0	21	0.6875	1.0	0.9660611854684512
12	0	70	0.75	1.0	0.9995219885277247
13	0	0	0.8125	1.0	0.9995219885277247
14	0	0	0.875	1.0	0.9995219885277247
15	0	0	0.9375	1.0	0.9995219885277247
16	0	1	1.0	1.0	1.0
