Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity
0	0	57	0.0	0.0	0.06729634002361275
1	0	228	0.03125	0.0	0.3364817001180637
2	0	96	0.0625	0.0	0.44982290436835887
3	0	30	0.09375	0.0	0.4852420306965761
4	0	68	0.125	0.0	0.5655253837072018
5	0	63	0.15625	0.0	0.639905548996458
6	80	46	0.1875	0.5333333333333333	0.6942148760330578
7	39	153	0.21875	0.7933333333333333	0.8748524203069656
8	0	7	0.25	0.7933333333333333	0.883116883116883
9	11	25	0.28125	0.8666666666666667	0.9126328217237306
10	11	41	0.3125	0.9400000000000001	0.9610389610389608
11	0	14	0.34375	0.9400000000000001	0.9775678866587956
12	9	19	0.375	1.0	0.9999999999999998
13	0	0	0.40625	1.0	0.9999999999999998
14	0	0	0.4375	1.0	0.9999999999999998
15	0	0	0.46875	1.0	0.9999999999999998
16	0	0	0.5	1.0	0.9999999999999998
17	0	0	0.53125	1.0	0.9999999999999998
18	0	0	0.5625	1.0	0.9999999999999998
19	0	0	0.59375	1.0	0.9999999999999998
20	0	0	0.625	1.0	0.9999999999999998
21	0	0	0.65625	1.0	0.9999999999999998
22	0	0	0.6875	1.0	0.9999999999999998
23	0	0	0.71875	1.0	0.9999999999999998
24	0	0	0.75	1.0	0.9999999999999998
25	0	0	0.78125	1.0	0.9999999999999998
26	0	0	0.8125	1.0	0.9999999999999998
27	0	0	0.84375	1.0	0.9999999999999998
28	0	0	0.875	1.0	0.9999999999999998
29	0	0	0.90625	1.0	0.9999999999999998
30	0	0	0.9375	1.0	0.9999999999999998
31	0	0	0.96875	1.0	0.9999999999999998
32	0	0	1.0	1.0	0.9999999999999998
