Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity
0	10	18	0.0	0.3333333333333333	0.21951219512195122
1	0	0	0.041666666666666664	0.3333333333333333	0.21951219512195122
2	0	0	0.08333333333333333	0.3333333333333333	0.21951219512195122
3	0	0	0.125	0.3333333333333333	0.21951219512195122
4	0	0	0.16666666666666666	0.3333333333333333	0.21951219512195122
5	0	0	0.20833333333333334	0.3333333333333333	0.21951219512195122
6	0	8	0.25	0.3333333333333333	0.3170731707317073
7	0	0	0.2916666666666667	0.3333333333333333	0.3170731707317073
8	0	0	0.3333333333333333	0.3333333333333333	0.3170731707317073
9	0	0	0.375	0.3333333333333333	0.3170731707317073
10	0	0	0.4166666666666667	0.3333333333333333	0.3170731707317073
11	0	0	0.4583333333333333	0.3333333333333333	0.3170731707317073
12	0	4	0.5	0.3333333333333333	0.36585365853658536
13	0	0	0.5416666666666666	0.3333333333333333	0.36585365853658536
14	0	0	0.5833333333333334	0.3333333333333333	0.36585365853658536
15	0	0	0.625	0.3333333333333333	0.36585365853658536
16	0	0	0.6666666666666666	0.3333333333333333	0.36585365853658536
17	0	0	0.7083333333333334	0.3333333333333333	0.36585365853658536
18	0	0	0.75	0.3333333333333333	0.36585365853658536
19	0	0	0.7916666666666666	0.3333333333333333	0.36585365853658536
20	0	0	0.8333333333333334	0.3333333333333333	0.36585365853658536
21	0	0	0.875	0.3333333333333333	0.36585365853658536
22	0	14	0.9166666666666666	0.3333333333333333	0.5365853658536586
23	20	36	0.9583333333333334	1.0	0.975609756097561
24	0	2	1.0	1.0	1.0
