trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1496380364;1495537733.sql;1496380364.sql;6;6;19;19;0;0;0;0;0;0;0;0
2;1498731648;1496380364.sql;1498731648.sql;6;6;19;19;0;0;0;0;0;0;0;0
3;1501145279;1498731648.sql;1501145279.sql;6;6;19;19;0;0;0;0;0;0;0;0
4;1501153860;1501145279.sql;1501153860.sql;6;6;19;19;0;0;0;0;0;0;0;0
5;1501153920;1501153860.sql;1501153920.sql;6;6;19;19;0;0;0;0;0;0;0;0
6;1501153982;1501153920.sql;1501153982.sql;6;6;19;19;0;0;0;0;0;0;0;0
7;1501495780;1501153982.sql;1501495780.sql;6;6;19;19;1;1;7;7;0;0;3;3
8;1501563843;1501495780.sql;1501563843.sql;6;6;19;19;0;0;0;0;0;0;0;0
9;1501741868;1501563843.sql;1501741868.sql;6;6;19;19;0;0;0;0;0;0;0;0
10;1501741912;1501741868.sql;1501741912.sql;6;6;19;19;0;0;0;0;0;0;0;0
11;1501742020;1501741912.sql;1501742020.sql;6;6;19;19;0;0;0;0;0;0;0;0
12;1505798090;1501742020.sql;1505798090.sql;6;6;19;19;0;0;0;0;0;0;0;0
13;1505883019;1505798090.sql;1505883019.sql;6;6;19;19;0;0;0;0;11;0;0;0
14;1516273328;1505883019.sql;1516273328.sql;6;6;19;19;0;0;0;0;0;0;0;0
15;1516273624;1516273328.sql;1516273624.sql;6;6;19;19;0;0;0;0;0;0;0;0
16;1532695820;1516273624.sql;1532695820.sql;6;6;19;19;0;0;0;0;0;0;0;0
