Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
access	7	0	6	6	2017-05-23 11:08:53	2017-07-27 11:13:02	0	1	65	3	3	3	1	0	0	0	0		10	0	10
acl	10	7	-	16	2017-07-31 10:09:40	2018-07-27 12:50:20	1	2	361	3	3	3	1	3	1	0.3	0.1	3	20	1	21
permissions	17	0	-	16	2017-05-23 11:08:53	2018-07-27 12:50:20	0	2	430	5	5	5	1	10	2	0.59	0.12	5	20	2	22
privileges	17	0	-	16	2017-05-23 11:08:53	2018-07-27 12:50:20	0	2	430	2	2	2	1	3	2	0.18	0.12	1.5	20	1	21
resources	17	0	-	16	2017-05-23 11:08:53	2018-07-27 12:50:20	0	2	430	2	2	2	1	3	2	0.18	0.12	1.5	20	1	21
roles	17	0	-	16	2017-05-23 11:08:53	2018-07-27 12:50:20	0	2	430	3	3	3	1	3	2	0.18	0.12	1.5	20	1	21
users	17	0	-	16	2017-05-23 11:08:53	2018-07-27 12:50:20	0	2	430	4	4	4	1	3	2	0.18	0.12	1.5	20	1	21
