;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;
access;0;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;
acl;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;
permissions;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;
privileges;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
resources;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
roles;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
users;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
