;0;1;2;3;4;5;6;7;8;
account;5;5;6;6;6;6;6;6;7;
campaign;8;8;9;9;9;9;9;9;9;
list;4;4;5;5;5;5;5;5;5;
list_subscriber;3;3;4;4;4;3;3;3;3;
message;3;3;4;4;4;4;4;4;4;
subscriber;6;6;7;7;7;7;7;7;7;
variable;0;2;2;2;2;2;2;2;2;
