;0;1;2;3;4;5;6;7;8;
account;5[0|0|0|0];5[0|0|0|0];6[1|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];7[1|0|0|0];
campaign;8[0|0|0|0];8[0|0|0|0];9[1|0|1|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];
list;4[0|0|0|0];4[0|0|0|0];5[1|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];
list_subscriber;3[0|0|0|0];3[0|0|0|0];4[1|0|0|0];4[0|0|0|0];4[0|0|0|0];3[0|1|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];
message;3[0|0|0|0];3[0|0|0|0];4[1|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|1|0];4[0|0|0|0];4[0|0|0|0];
subscriber;6[0|0|0|0];6[0|0|0|0];7[1|0|0|0];7[0|0|0|0];7[0|0|1|0];7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];
variable;0|-|-|-|-;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];
