mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2011-05	1	6	15	6	0	15	0	0	0	0	0	0	0	15	0	0	15	0	15
1	2011-06	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2011-07	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2011-08	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2011-09	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2011-10	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2011-11	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2011-12	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2012-01	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2012-02	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2012-03	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2012-04	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2012-05	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2012-06	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2012-07	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2012-08	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2012-09	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2012-10	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2012-11	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2012-12	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2013-01	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2013-02	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2013-03	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2013-04	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2013-05	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2013-06	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2013-07	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	2013-08	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	2013-09	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	2013-10	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	2013-11	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2013-12	2	7	18	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3
