Project	DurationInDays	DurationInMonths	DurationInYears	#Commits	#Tables@Start	#Tables@End	#Attrs@Start	#Attrs@End	TotalTableInsertions	TotalTableDeletions	TotalAttrInsWithTableIns	TotalAttrbDelWithTableDel	TotalAttrInjected	TotalAttrEjected	TotalAttrWithTypeUpd	TotalAttrInPKUpd	TotalExpansion	TotalMaintenance	TotalTotalAttrActivity	ExpansionRatePerCommit	ExpansionRatePerMonth	ExpansionRatePeryear	MaintenanceRatePerCommit	MaintenanceRatePerMonth	MaintenanceRatePeryear	TotalAttrActivityRatePerCommit	TotalAttrActivityRatePerMonth	TotalAttrActivityRatePeryear	Resizingratio	Reeds	ReedsPostV0	ReedRatioAComm	ReedRatioTComm	ActivityDueToReeds	ActivityDueToReedsPostV0	Turfs	TurfsPostV0	TurfRatioAComm	TurfRatioTComm	ActivityDueToTurf	ActivityDueToTurfPostV0	ActiveCommits	ActiveCommitRatePerMonth	CommitRatePerMonth	ActiveCommitRatio
seatgeek__djjob	85	3	1	2	1	1	9	10	0	0	0	0	1	0	0	0	1	0	1	0.5	0.333	1.0	0	0.0	0.0	0.5	0.333	1.0	1	0	0	0.0	0.0	0	0	2	1	1.0	1.0	10	1	2	0.67	0.67	1.0
