trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1403087313;1403004108.sql;1403087313.sql;2;2;8;9;0;0;1;0;0;0;0;0
2;1405509517;1403087313.sql;1405509517.sql;2;4;9;13;2;0;0;0;0;0;4;0
