table;dur;birth;death;chngs;s@s;s@e;sAvg
auth_group;4;0;-;0;2;2;2.0
auth_group_permissions;4;0;-;0;3;3;3.0
auth_message;4;0;-;0;3;3;3.0
auth_permission;4;0;-;0;4;4;4.0
auth_user;4;0;-;0;11;11;11.0
auth_user_groups;4;0;-;0;3;3;3.0
auth_user_user_permissions;4;0;-;0;3;3;3.0
django_admin_log;4;0;-;0;8;8;8.0
django_content_type;4;0;-;0;4;4;4.0
django_session;4;0;-;0;3;3;3.0
geoip_country_to_region;4;0;-;0;4;4;4.0
geoip_ip_to_country;4;0;-;0;4;4;4.0
geoip_mirror_region_map;4;0;-;0;3;3;3.0
geoip_regions;4;0;-;0;6;6;6.0
mirror_aliases;4;0;-;0;3;3;3.0
mirror_lmm_lang_exceptions;4;0;-;1;3;3;3.0
mirror_location_mirror_map;4;0;-;1;5;5;5.0
mirror_locations;4;0;-;0;4;4;4.0
mirror_log;4;0;-;0;4;4;4.0
mirror_mirrors;4;0;-;0;6;6;6.0
mirror_mirrors_contacts;4;0;-;0;3;3;3.0
mirror_os;4;0;-;0;3;3;3.0
mirror_product_langs;4;0;-;0;3;3;3.0
mirror_products;4;0;-;0;7;7;7.0
mirror_sessions;4;0;-;0;2;2;2.0
mirror_users;4;0;-;0;7;7;7.0
sentry_log;4;0;-;0;6;6;6.0
south_migrationhistory;4;0;-;0;4;4;4.0
users_userprofile;4;0;-;0;6;6;6.0
